start	end	strand	name	symbol	locus_tag
3510274	3511824	+	"2,6-beta-fructan 6-levanbiohydrolase"	levB	BSUA_RS18630
3511932	3513494	+	aspartate/proton symporter AspP	aspP	BSUA_RS18635
3513589	3514173	+	TetR family transcriptional regulator		BSUA_RS18640
3514255	3514590	+	membrane protein		BSUA_RS18645
3514590	3514910	+	QacE family quaternary ammonium compound efflux SMR transporter	psmB	BSUA_RS18650
3514946	3515458	-	DUF3231 family protein	yvdQ	BSUA_RS18655
3515710	3517053	-	FAD-binding oxidoreductase	cotNP	BSUA_RS18660
3517409	3518371	+	sporulation hydrolase CotR	cotR	BSUA_RS18665
3519001	3519594	+	ATP-dependent Clp endopeptidase proteolytic subunit ClpP	clpP	BSUA_RS18675
3519640	3520320	-	beta-phosphoglucomutase	pgmB	BSUA_RS18680
3520317	3522002	-	"oligo-1,6-glucosidase"	malL	BSUA_RS18685
3521995	3524268	-	maltose phosphorylase	mdxK	BSUA_RS18690
3524246	3525130	-	DUF1189 family protein	mdxJ	BSUA_RS18695
3525136	3525972	-	maltodextrin ABC transporter permease MdxG	mdxG	BSUA_RS18700
3525973	3527280	-	maltodextrin ABC transporter permease MdxF	mdxF	BSUA_RS18705
3527320	3528573	-	maltodextrin ABC transporter substrate-binding protein MdxE	mdxE	BSUA_RS18710
3528669	3530438	-	maltogenic alpha-amylase	mdxD	BSUA_RS18715
3530551	3531501	-	substrate-binding domain-containing protein	mdxR	BSUA_RS18720
3531707	3532282	-	TIGR00730 family Rossman fold protein	yvdD	BSUA_RS18725
3532399	3532719	+	MazG-like family protein	yvdC	BSUA_RS18730
3532746	3534338	-	SulP family inorganic anion transporter	yvdB	BSUA_RS18735
3534357	3534950	-	carbonic anhydrase	yvdA	BSUA_RS18740
3535333	3536310	+	bifunctional glyoxylate/hydroxypyruvate reductase B	yvcT	BSUA_RS18745
3536348	3538288	-	lantibiotic ABC transporter permease PsdB	psdB	BSUA_RS18750
3538263	3539042	-	lantibiotic ABC transporter ATP-binding protein PsdA	psdA	BSUA_RS18755
3539125	3540195	-	two-component sensor histidine kinase PsdS	psdS	BSUA_RS18760
3540189	3540902	-	two-component system response regulator PsdR	psdR	BSUA_RS18765
3541049	3541258	+	lipoprotein	yvzJ	BSUA_RS18770
3541294	3542058	-	arylamine N-acetyltransferase	yvcN	BSUA_RS18775
3542059	3542316	-	HPr family phosphocarrier protein	crh	BSUA_RS18780
3542340	3543290	-	DNA-binding protein WhiA	whiA	BSUA_RS18785
3543313	3544266	-	gluconeogenesis morphogenetic factor	mgfK	BSUA_RS18790
3544268	3545155	-	RNase adapter RapZ	rapZ	BSUA_RS18795
3545180	3545656	-	8-oxo-dGTP diphosphatase	yvcI	BSUA_RS18800
3545974	3546924	-	thioredoxin-disulfide reductase	trxB	BSUA_RS18805
3547130	3548551	-	peptidoglycan DL-endopeptidase CwlO	cwlO	BSUA_RS18810
3548932	3550386	-	tetratricopeptide repeat protein	yvcD	BSUA_RS18815
3550512	3552281	-	multidrug resistance ABC transporter ATP-binding protein/permease BmrA	bmrA	BSUA_RS18820
3552446	3552805	-	hypothetical protein		BSUA_RS18825
3552820	3554730	-	hypothetical protein		BSUA_RS18830
3554732	3555457	-	lipoprotein	yvcA	BSUA_RS18835
3555703	3556332	-	bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE	hisIE	BSUA_RS18840
3556329	3557087	-	imidazole glycerol phosphate synthase subunit HisF	hisF	BSUA_RS18845
3557084	3557821	-	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase	hisA	BSUA_RS18850
3557818	3558456	-	imidazole glycerol phosphate synthase subunit HisH	hisH	BSUA_RS18855
3558457	3559041	-	imidazoleglycerol-phosphate dehydratase HisB	hisB	BSUA_RS18860
3559038	3560321	-	histidinol dehydrogenase	hisD	BSUA_RS18865
3560318	3560959	-	ATP phosphoribosyltransferase	hisG	BSUA_RS18870
3560952	3562127	-	ATP phosphoribosyltransferase regulatory subunit	hisZ	BSUA_RS18875
3562378	3563130	+	C39 family peptidase	yvpB	BSUA_RS18880
3563370	3564035	+	pectate/pectin lyase PelC	pelC	BSUA_RS18885
3564055	3564573	-	heptaprenylglyceryl phosphate O-acetyltransferase	hprF	BSUA_RS18890
3564577	3565227	-	pyrophosphatase PpaX	ppaX	BSUA_RS18895
3565224	3566162	-	membrane protein		BSUA_RS18900
3566186	3566995	-	prolipoprotein diacylglyceryl transferase	lgt	BSUA_RS18905
3567009	3567941	-	HPr kinase/phosphorylase	hprK	BSUA_RS18910
3568123	3569313	+	N-acetylglucosamine-6-phosphate deacetylase	nagA	BSUA_RS18915
3569310	3570038	+	glucosamine-6-phosphate deaminase	nagB	BSUA_RS18920
3570056	3570787	+	transcriptional regulator NagR	nagR	BSUA_RS18925
3570807	3574676	-	metallophosphoesterase	yvnB	BSUA_RS18930
3574841	3575314	+	MarR family transcriptional regulator	yvnA	BSUA_RS18935
3575355	3576572	-	pulcherriminic acid synthase	cypX	BSUA_RS18940
3576588	3577334	-	cyclo(L-leucyl-L-leucyl) synthase	pchC	BSUA_RS18945
3577760	3578269	+	pulcherriminic acid biosynthesis transcriptional regulator PchR	pchR	BSUA_RS18950
3578290	3579501	+	MFS transporter	pchE	BSUA_RS18955
3579529	3579888	-	phage holin family protein	yvlD	BSUA_RS18960
3579890	3580087	-	PspC domain-containing protein	yvlC	BSUA_RS18965
3580092	3581189	-	DUF4097 domain-containing protein	yvlB	BSUA_RS18970
3581214	3581540	-	hypothetical protein		BSUA_RS18975
3581758	3581988	+	hypothetical protein		BSUA_RS18980
3582187	3582750	-	flagellin		BSUA_RS18985
3582831	3585704	-	excinuclease ABC subunit UvrA	uvrA	BSUA_RS18990
3585712	3587697	-	excinuclease ABC subunit B	uvrB	BSUA_RS18995
3587883	3588113	-	CsbA family protein	csbA	BSUA_RS19000
3588560	3591055	+	phosphotransferase	yvkC	BSUA_RS19005
3591131	3591700	+	TetR/AcrR family transcriptional regulator	yvkB	BSUA_RS19010
3591731	3593065	+	MFS transporter	yvkA	BSUA_RS19015
3593113	3594306	-	cell division topological determinant MinJ	minJ	BSUA_RS19020
3594385	3594739	-	swarming motility protein SwrAA	swrA	BSUA_RS19025
3595123	3596565	-	carboxy-terminal processing protease CtpB	ctpB	BSUA_RS19030
3596705	3597595	-	permease-like cell division protein FtsX	ftsX	BSUA_RS19035
3597588	3598274	-	cell division ATP-binding protein FtsE	ftsE	BSUA_RS19040
3598508	3598846	-	cytochrome c-551	cccB	BSUA_RS19045
3598895	3599740	-	YitT family protein	yvjA	BSUA_RS19050
3599906	3601007	-	peptide chain release factor 2	prfB	BSUA_RS19055
3601077	3603602	-	preprotein translocase subunit SecA	secA	BSUA_RS19060
3603770	3604339	-	ribosome hibernation promotion factor	hpf	BSUA_RS19065
3604530	3604907	-	hypothetical protein		BSUA_RS19070
3604917	3605258	-	flagella biosynthesis regulatory protein FliT	fliT	BSUA_RS19075
3605255	3605656	-	flagellar export chaperone FliS	fliS	BSUA_RS19080
3605678	3607174	-	flagellar hook-associated protein 2	fliD	BSUA_RS19085
3607192	3607521	-	flagellar protein FlaG	flaG	BSUA_RS19090
3607754	3608668	-	flagellin Hag	hag	BSUA_RS19095
3608813	3609037	-	carbon storage regulator CsrA	csrA	BSUA_RS19100
3609031	3609462	-	flagellar assembly protein FliW	fliW	BSUA_RS19105
3609483	3610058	-	hypothetical protein		BSUA_RS19110
3610105	3611001	-	flagellar hook-associated protein FlgL	flgL	BSUA_RS19115
3611012	3612535	-	flagellar hook-associated protein FlgK	flgK	BSUA_RS19120
3612554	3613036	-	flagellar protein FlgN	flgN	BSUA_RS19125
3613052	3613318	-	flagellar biosynthesis anti-sigma factor FlgM	flgM	BSUA_RS19130
3613399	3613818	-	membrane protein		BSUA_RS19135
3613892	3614614	-	comF operon protein ComFC	comFC	BSUA_RS19140
3614578	3614874	-	late competence protein ComFB	comFB	BSUA_RS19145
3614934	3616325	-	ATP-dependent helicase ComFA	comFA	BSUA_RS19150
3616431	3617276	-	DegV family protein	fakBA	BSUA_RS19155
3617374	3618063	-	two-component system response regulator DegU	degU	BSUA_RS19160
3618146	3619303	-	two-component sensor histidine kinase DegS	degS	BSUA_RS19165
3619520	3620173	+	YigZ family protein	yvyE	BSUA_RS19170
3620173	3621348	+	polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagV	tagV	BSUA_RS19175
3621421	3622497	-	undecaprenyl/decaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase	tagO	BSUA_RS19180
3622642	3623835	-	glycosyltransferase family 1 protein	tuaH	BSUA_RS19185
3623864	3624622	-	glycosyltransferase	tuaG	BSUA_RS19190
3624646	3625326	-	teichuronic acid biosynthesis protein TuaF	tuaF	BSUA_RS19195
3625355	3626821	-	teichuronic acid biosynthesis protein TuaE	tuaE	BSUA_RS19200
3626906	3628291	-	UDP-glucose 6-dehydrogenase TuaD	tuaD	BSUA_RS19205
3628353	3629522	-	glycosyltransferase family 4 protein	tuaC	BSUA_RS19210
3629519	3630970	-	MOP flippase family protein	tuaB	BSUA_RS19215
3631026	3631659	-	sugar transferase		BSUA_RS19225
3631886	3633376	-	N-acetylmuramoyl-L-alanine amidase LytC	lytC	BSUA_RS19230
3633415	3635532	-	SpoIID/LytB domain-containing protein	lytB	BSUA_RS19235
3635556	3635864	-	membrane-bound protein LytA	lytA	BSUA_RS19240
3636048	3636968	+	transcription antiterminator LytR	lytR	BSUA_RS19245
3637008	3638150	-	UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)	wecB	BSUA_RS19250
3638396	3639274	+	UTP--glucose-1-phosphate uridylyltransferase GalU	galU	BSUA_RS19255
3639608	3639826	+			BSUA_RS22960
3639976	3642678	-	poly(glucosyl N-acetylgalactosamine 1-phosphate) glucosyltransferase	ggaB	BSUA_RS19260
3642802	3644142	-	glycosyltransferase		BSUA_RS19265
3644183	3644389	-			BSUA_RS22565
3644408	3644512	-			BSUA_RS22570
3644968	3645170	-			BSUA_RS22965
3645717	3646292	+	UTP--glucose-1-phosphate uridylyltransferase		BSUA_RS19275
3646331	3647914	-	teichoic acids export ABC transporter ATP-binding subunit TagH	tagH	BSUA_RS19280
3647934	3648761	-	teichoic acids export ABC transporter permease subunit TagG	tagG	BSUA_RS19285
3648926	3651166	-	teichoic acid poly(glycerol phosphate) polymerase	tagF	BSUA_RS19290
3651166	3653187	-	poly(glycerol-phosphate) alpha-glucosyltransferase	tagE	BSUA_RS19295
3653348	3653737	-	glycerol-3-phosphate cytidylyltransferase	tagD	BSUA_RS19300
3654137	3654907	+	N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D- mannosaminyltransferase	tagA	BSUA_RS19305
3654940	3656085	+	teichoic acid glycerol-phosphate primase	tagB	BSUA_RS19310
3656205	3657533	+	major teichoic acid biosynthesis protein C	tagC	BSUA_RS19315
3657593	3660235	-	beta-N-acetylglucosaminidase LytD	lytD	BSUA_RS19320
3660364	3661314	-	"mannose-6-phosphate isomerase, class I"	manA	BSUA_RS19325
3661579	3663030	+	spore germination protein GerBA	gerBA	BSUA_RS19335
3663036	3664142	+	spore germination protein GerBB	gerBB	BSUA_RS19340
3664139	3665263	+	spore germination protein GerBC	gerBC	BSUA_RS19345
3665300	3666673	-	sugar porter family MFS transporter	ywtG	BSUA_RS19350
3667006	3667974	+	polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagT	tagT	BSUA_RS19355
3668130	3668990	+	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YwtE	ywtE	BSUA_RS19360
3669024	3670265	-	gamma-DL-glutamyl hydrolase	pgdS	BSUA_RS19365
3670406	3670573	-	extrachromosomal elements maintenance protein EdmS	edmS	BSUA_RS19370
3670588	3671730	-	capsular polyglutamate synthetase	pgsA	BSUA_RS19375
3671749	3672198	-	capsular polyglutamate amide ligase/translocase PgsC	pgsC	BSUA_RS19380
3672213	3673394	-	poly-gamma-glutamate synthase PgsB	pgsB	BSUA_RS19385
3674178	3675158	+	LacI family transcriptional regulator	rbsR	BSUA_RS19390
3675160	3676041	+	ribokinase	rbsK	BSUA_RS19395
3676038	3676433	+	D-ribose pyranase	rbsD	BSUA_RS19400
3676449	3677930	+	ribose ABC transporter ATP-binding protein RbsA	rbsA	BSUA_RS19405
3677932	3678900	+	ribose ABC transporter permease	rbsC	BSUA_RS19410
3678912	3679829	+	ribose ABC transporter substrate-binding protein RbsB	rbsB	BSUA_RS19415
3679911	3680447	+	SH3 domain-containing protein	ywsB	BSUA_RS19420
3680603	3680899	+	DUF3892 domain-containing protein	ywsA	BSUA_RS19425
3680939	3681466	-	NAD(P)H-dependent oxidoreductase	ywrO	BSUA_RS19430
3681566	3682333	-	acetolactate decarboxylase	budA	BSUA_RS19435
3682395	3684107	-	acetolactate synthase AlsS	alsS	BSUA_RS19440
3684265	3685173	+	als operon DNA-binding transcriptional repressor AlsR	alsR	BSUA_RS19445
3685384	3686712	+	arsenic transporter	ywrK	BSUA_RS19450
3686769	3687446	-	DUF2642 domain-containing protein	ywrJ	BSUA_RS19455
3687506	3688648	-	spore coat protein CotB	cotB	BSUA_RS19460
3688776	3689864	-	spore coat protein CotH	cotH	BSUA_RS19465
3690005	3690592	+	spore coat protein CotG	cotG	BSUA_RS19470
3690766	3691383	+	flavin reductase family protein	ywrF	BSUA_RS19475
3691561	3691896	+	DUF4181 domain-containing protein	ywrE	BSUA_RS19480
3691901	3693478	-	gamma-glutamyltransferase	ggt	BSUA_RS19485
3693692	3694168	+	chromate efflux transcriptional regulator ChrS	chrS	BSUA_RS19490
3694182	3694775	+	chromate efflux transporter subunit ChrB	chrB	BSUA_RS19495
3694772	3695308	+	chromate resistance efflux protein ChrA	chrA	BSUA_RS19500
3695335	3695556	-	hypothetical protein		BSUA_RS19505
3695553	3696098	-	flavodoxin family protein	ywqN	BSUA_RS19510
3696221	3697102	+	LysR family transcriptional regulator	ywqM	BSUA_RS19515
3697187	3697903	-	endonuclease V	nfi	BSUA_RS19520
3697913	3698377	-	toxin-antitoxin system YwqK family antitoxin	rttO	BSUA_RS19525
3698367	3700175	-	ribonuclease YeeF family protein	rttN	BSUA_RS19530
3700194	3700454	-	YwqI/YxiC family protein	ywqI	BSUA_RS19535
3700464	3700886	-	DUF5082 family protein	ywqH	BSUA_RS19540
3701103	3701228	-			BSUA_RS22970
3701278	3702063	-	DUF1963 domain-containing protein	ywqG	BSUA_RS19545
3702255	3703577	-	UDP-glucose 6-dehydrogenase UglF	uglF	BSUA_RS19550
3703772	3704536	-	tyrosine-protein phosphatase	ptpZ	BSUA_RS19555
3704589	3705302	-	tyrosine-protein kinase PtkA	ptkA	BSUA_RS19560
3705292	3706038	-	protein-tyrosine kinase activator TkmA	tkmA	BSUA_RS19565
3706272	3706415	-	hypothetical protein		BSUA_RS19570
3706619	3708229	+	SWIM zinc finger family protein	ywqB	BSUA_RS19575
3708216	3710984	+	DEAD/DEAH box helicase	hepA	BSUA_RS19580
3711110	3711967	-	phosphatase YwpJ	ywpJ	BSUA_RS19585
3711973	3712749	-	transcriptional regulator GlcR	glcR	BSUA_RS19590
3712973	3713314	-	single-stranded DNA-binding protein SsbB	ssbB	BSUA_RS19595
3713391	3713774	-	DynA interaction protein YwpG	ywpG	BSUA_RS19600
3713949	3714359	+	YwpF-like family protein	ywpF	BSUA_RS19605
3714499	3714891	-	class A sortase		BSUA_RS19610
3714878	3715129	-			BSUA_RS22975
3715118	3715987	+	histidine kinase	ywpD	BSUA_RS19615
3716034	3716426	-	large conductance mechanosensitive channel protein MscL	mscL	BSUA_RS19620
3716499	3716924	-	3-hydroxyacyl-ACP dehydratase FabZ	fabZ	BSUA_RS19625
3717116	3718180	+	aspartate phosphatase RapD	rapD	BSUA_RS19630
3718203	3719012	-	flagellar hook-basal body complex protein FlhP	flhP	BSUA_RS19635
3719046	3719858	-	flagellar hook-basal body complex protein FlhO	flhO	BSUA_RS19640
3720021	3721022	-	cell shape-determining protein Mbl	mbl	BSUA_RS19645
3721188	3721469	-	sporulation transcriptional regulator SpoIIID	spoIIID	BSUA_RS19650
3721484	3721594	-	protein usd	usd	BSUA_RS22590
3721819	3722232	+	MarR family transcriptional regulator	ywoH	BSUA_RS19655
3722254	3723444	+	MFS transporter	ywoG	BSUA_RS19660
3723535	3724941	-	right-handed parallel beta-helix repeat-containing protein	ywoF	BSUA_RS19665
3725047	3726519	-	allantoin permease	pucI	BSUA_RS19670
3726700	3728058	-	MFS transporter	ywoD	BSUA_RS19675
3728058	3728627	-	hydrolase	ywoC	BSUA_RS19680
3728811	3729275	-	hypothetical protein		BSUA_RS19685
3729557	3730771	+	ammonium transporter AmtB	amtB	BSUA_RS19690
3730783	3731133	+	P-II family nitrogen regulator	glnK	BSUA_RS19695
3731314	3731895	+	undecaprenyl-diphosphate phosphatase BcrC	bcrC	BSUA_RS19700
3731936	3732358	-	VanZ family protein	ywnJ	BSUA_RS19705
3732469	3733320	-	stage II sporulation protein spoIIQ	spoIIQ	BSUA_RS19710
3733461	3733952	+	GNAT family N-acetyltransferase	ywnH	BSUA_RS19715
3733949	3734467	+	hypothetical protein	ywnG	BSUA_RS19720
3734626	3734757	+			BSUA_RS22980
3734754	3735188	-	DUF5392 family protein	ywnF	BSUA_RS19730
3735431	3736879	+	cardiolipin synthase	cls	BSUA_RS19735
3736900	3737673	-	transcriptional activator Mta	mta	BSUA_RS19740
3737818	3738201	+	hypothetical protein	ywnC	BSUA_RS19745
3738236	3738877	-	NAD(P)-dependent oxidoreductase	ywnB	BSUA_RS19750
3738945	3739346	-	Rrf2 family transcriptional regulator	ywnA	BSUA_RS19755
3739481	3741190	-	urease subunit alpha	ureC	BSUA_RS19760
3741187	3741561	-	urease subunit beta	ureB	BSUA_RS19765
3741558	3741875	-	urease subunit gamma	ureA	BSUA_RS19770
3742056	3742220	-	hypothetical protein		BSUA_RS22595
3742393	3742575	-			BSUA_RS19775
3742872	3743060	-	stress response protein CsbD	csbD	BSUA_RS19780
3743133	3743612	-	hypothetical protein		BSUA_RS19785
3743768	3744901	-	response regulator aspartate phosphatase RapB	rapB	BSUA_RS19790
3745093	3746118	-	"GTP 3',8-cyclase MoaA"	moaA	BSUA_RS19795
3746134	3746922	-	formate dehydrogenase accessory sulfurtransferase FdhD	fdhD	BSUA_RS19800
3747168	3747329	-	hypothetical protein		BSUA_RS19805
3747423	3748097	-	VWA domain-containing protein	ywmD	BSUA_RS19810
3748150	3748290	-			BSUA_RS22985
3748421	3749104	-	VWA domain-containing protein	ywmC	BSUA_RS19820
3749490	3750521	-	stage II sporulation protein D	spoIID	BSUA_RS19825
3750717	3752027	-	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	murA	BSUA_RS19830
3752061	3752801	-	YwmB family TATA-box binding protein	ywmB	BSUA_RS19835
3752930	3753160	-	DUF1146 family protein	ywzB	BSUA_RS19840
3753330	3753803	+	hypothetical protein		BSUA_RS19845
3753837	3754235	-	F0F1 ATP synthase subunit epsilon	atpC	BSUA_RS19850
3754259	3755680	-	F0F1 ATP synthase subunit beta	atpD	BSUA_RS19855
3755706	3756569	-	F0F1 ATP synthase subunit gamma	atpG	BSUA_RS19860
3756646	3758154	-	F0F1 ATP synthase subunit alpha	atpA	BSUA_RS19865
3758171	3758716	-	F0F1 ATP synthase subunit delta	atpH	BSUA_RS19870
3758713	3759225	-	F0F1 ATP synthase subunit B	atpF	BSUA_RS19875
3759388	3759600	-	F0F1 ATP synthase subunit C	atpE	BSUA_RS19885
3759646	3760380	-	F0F1 ATP synthase subunit A	atpB	BSUA_RS19890
3760388	3760771	-	ATP synthase subunit I	atpI	BSUA_RS19895
3761194	3761823	-	uracil phosphoribosyltransferase	upp	BSUA_RS19900
3761958	3763205	-	serine hydroxymethyltransferase	glyA	BSUA_RS19905
3763412	3763954	-	TIGR01440 family protein	ywlG	BSUA_RS19910
3763967	3764416	-	ribose 5-phosphate isomerase B	rpiB	BSUA_RS19915
3764573	3765025	-	protein arginine phosphatase PrpB	prpB	BSUA_RS19920
3765101	3765658	-	manganese efflux pump MntP family protein	mntP	BSUA_RS19925
3765737	3766777	-	threonylcarbamoyl-AMP synthase	tsaC	BSUA_RS19930
3766934	3767377	-	hypothetical protein		BSUA_RS19935
3767444	3768118	-	stage II sporulation protein R	spoIIR	BSUA_RS19940
3768259	3768621	+	UPF0715 family protein	ywlA	BSUA_RS19945
3768638	3768925	-	hypothetical protein	ywkF	BSUA_RS19950
3768985	3769851	-	peptide chain release factor N(5)-glutamine methyltransferase	prmC	BSUA_RS19955
3769853	3770923	-	peptide chain release factor 1	prfA	BSUA_RS19960
3771049	3771435	+	VOC family protein	ywkD	BSUA_RS19965
3771557	3772111	+	chromosome-anchoring protein RacA	racA	BSUA_RS19970
3772145	3773104	-	AEC family transporter	ywkB	BSUA_RS19975
3773186	3774883	-	oxaloacetate-decarboxylating malate dehydrogenase	malS	BSUA_RS19980
3775173	3775760	-	thymidine kinase	tdk	BSUA_RS19985
3775849	3776049	-	50S ribosomal protein L31	rpmE	BSUA_RS19990
3776168	3777451	-	transcription termination factor Rho	rho	BSUA_RS19995
3777482	3777643	-			BSUA_RS22990
3777858	3778823	-	class II fructose-bisphosphatase	glpX	BSUA_RS20005
3778854	3780142	-	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	murAB	BSUA_RS20010
3780521	3781159	-	fructose-6-phosphate aldolase	fsa	BSUA_RS20015
3781279	3782136	-	fructose-bisphosphate aldolase	fbaA	BSUA_RS20020
3782317	3782691	-	sporulation initiation phosphotransferase Spo0F	spo0F	BSUA_RS20025
3782857	3783378	+	DUF2529 domain-containing protein	ywjG	BSUA_RS20030
3783460	3785067	-	CTP synthase (glutamine hydrolyzing)	pyrG	BSUA_RS20035
3785309	3785830	-	DNA-directed RNA polymerase subunit delta	rpoE	BSUA_RS20040
3786013	3787152	-	acyl-CoA dehydrogenase AcdA	acdA	BSUA_RS20045
3787149	3789266	-	(Fe-S)-binding protein	fadF	BSUA_RS20050
3789421	3790617	+	cardiolipin synthase	cls	BSUA_RS20055
3790630	3791592	+	UV DNA damage repair endonuclease UvsE	uvsE	BSUA_RS20060
3791673	3791945	+	hypothetical protein		BSUA_RS20065
3791987	3792511	-	dihydrofolate reductase family protein	ywjB	BSUA_RS20070
3792521	3794248	-	ABC transporter ATP-binding protein/permease	ywjA	BSUA_RS20075
3794337	3795839	-	cardiolipin synthase	cls	BSUA_RS20080
3796325	3796996	-	respiratory nitrate reductase subunit gamma	narI	BSUA_RS20090
3796993	3797547	-	nitrate reductase molybdenum cofactor assembly chaperone	narJ	BSUA_RS20095
3797573	3799036	-	nitrate reductase subunit beta	narH	BSUA_RS20100
3799026	3802712	-	nitrate reductase subunit alpha	narG	BSUA_RS20105
3802908	3803384	-	Crp/Fnr family transcriptional regulator ArfM	arfM	BSUA_RS20110
3803528	3804247	+	YwiC-like family protein	ywiC	BSUA_RS20115
3804279	3804995	-	fumarate/nitrate reduction transcriptional regulator Fnr	fnr	BSUA_RS20120
3805094	3806281	-	nitrate transporter NarK	narK	BSUA_RS20125
3806417	3808087	-	arginine--tRNA ligase	argS	BSUA_RS20130
3808084	3808512	-	DUF1934 domain-containing protein	ywiB	BSUA_RS20135
3808825	3808956	+	subtilosin A	sboA	BSUA_RS20140
3808913	3809065	+	bacteriocin-like protein SboX	sboX	BSUA_RS22610
3809090	3810436	+	subtilosin maturase AlbA	albA	BSUA_RS20145
3810449	3810610	+	antilisterial bacteriocin subtilosin biosynthesis protein AlbB	albB	BSUA_RS20150
3810607	3811326	+	ABC transporter ATP-binding protein	albC	BSUA_RS20155
3811319	3812629	+	antilisterial bacteriocin subtilosin biosynthesis protein AlbD	albD	BSUA_RS20160
3812619	3813779	+	antilisterial bacteriocin subtilosin biosynthesis protein AlbE	albE	BSUA_RS20165
3813784	3815064	+	insulinase family protein	albF	BSUA_RS20170
3815061	3815762	+	antilisterial bacteriocin subtilosin biosynthesis protein AlbG	albG	BSUA_RS20175
3815768	3817144	-	YncE family protein	ywhL	BSUA_RS20180
3817183	3818538	-	YncE family protein	ywhK	BSUA_RS20185
3818768	3819913	+	response regulator aspartate phosphatase RapF	rapF	BSUA_RS20195
3819897	3820016	+	phosphatase RapF inhibitor PhrF	phrF	BSUA_RS20200
3820115	3820588	+	YbaK/EbsC family protein	ywhH	BSUA_RS20205
3820620	3821492	-	agmatinase	speB	BSUA_RS20210
3821553	3822383	-	spermidine synthase	speE	BSUA_RS20215
3822585	3824660	+	penicillin-binding protein	pbpG	BSUA_RS20220
3824953	3825471	-	YwhD family protein	ywhD	BSUA_RS20225
3825485	3826144	-	site-2 protease family protein	ywhC	BSUA_RS20230
3826253	3826441	+	4-oxalocrotonate tautomerase	hmtB	BSUA_RS20235
3826484	3826903	-	MarR family transcriptional regulator	ywhA	BSUA_RS20240
3827023	3828939	-	threonine--tRNA ligase	thrS	BSUA_RS20245
3829784	3831184	-	MFS transporter	mmr	BSUA_RS20255
3831184	3831654	-	Rrf2 family transcriptional regulator	ywgB	BSUA_RS20260
3831766	3832266	-	YwgA family protein	ywgA	BSUA_RS20265
3832302	3833603	-	HD domain-containing protein	ywfO	BSUA_RS20270
3833765	3833989	-	DUF1450 domain-containing protein	ywzC	BSUA_RS20275
3834204	3834980	+	prespore-specific transcription regulator RsfA	rsfA	BSUA_RS20280
3835124	3836014	-	carboxylate/amino acid/amine transporter	ywfM	BSUA_RS20285
3836182	3837027	-	octanoyl-[GcvH]:protein N-octanoyltransferase	ywfL	BSUA_RS20290
3837076	3837975	-	cysJI operon transcriptional regulator CysL	cysL	BSUA_RS20295
3838122	3839093	-	phosphate acetyltransferase	pta	BSUA_RS20300
3839363	3840127	+	heme-dependent peroxidase	hemQ	BSUA_RS20305
3840260	3841039	+	NADPH-dependent reductase BacG	bacG	BSUA_RS20310
3841054	3842253	-	transaminase BacF	bacF	BSUA_RS20315
3842254	3843438	-	bacilysin exporter BacE	bacE	BSUA_RS20320
3843435	3844853	-	alanine--anticapsin ligase	bacD	BSUA_RS20325
3844872	3845633	-	dihydroanticapsin 7-dehydrogenase	bacC	BSUA_RS20330
3845636	3846343	-	"3-((4R)-4-hydroxycyclohexa-1,5-dien-1-yl)-2-oxopropanoate isomerase"	bacB	BSUA_RS20335
3846333	3846947	-	prephenate decarboxylase	bacA	BSUA_RS20340
3847099	3848337	-	MFS transporter	ywfA	BSUA_RS20345
3848547	3849959	-	amino acid permease	rocC	BSUA_RS20350
3849959	3851659	-	M20/M25/M40 family metallo-hydrolase	rocB	BSUA_RS20355
3851733	3853280	-	L-glutamate gamma-semialdehyde dehydrogenase	pruA	BSUA_RS20360
3853507	3854781	-	glutamate dehydrogenase	rocG	BSUA_RS20365
3854958	3855422	-	biofilm-surface layer protein BslB	bslB	BSUA_RS20370
3855746	3856201	-	spore coat polysaccharide biosynthesis protein SpsL	spsL	BSUA_RS20375
3856194	3857045	-	dTDP-4-dehydrorhamnose reductase	rfbD	BSUA_RS20380
3857059	3858006	-	"dTDP-glucose 4,6-dehydratase"	rfbB	BSUA_RS20385
3858006	3858746	-	NTP transferase domain-containing protein	spsI	BSUA_RS20390
3858771	3859790	-	spore coat polysaccharide biosynthesis protein SpsG	spsG	BSUA_RS20395
3859793	3860515	-	spore coat polysaccharide biosynthesis protein SpsF	spsF	BSUA_RS20400
3860508	3861629	-	spore coat biosynthesis protein SpsE	spsE	BSUA_RS20405
3861629	3862498	-	GNAT family N-acetyltransferase	spsD	BSUA_RS20410
3862499	3863668	-	DegT/DnrJ/EryC1/StrS family aminotransferase	spsC	BSUA_RS20415
